located Name,Wattage,Price,Efficiency,Matched Tier Model,Tier,Matched Tier Model Info,Similarity,Image URL,modularity,Product URL,size,color,atxver
SeaSonic Focus GX V4 ATX 3 (2024),1000,147.89,80+ Gold,seasonic focus gx v4 atx 3 1,A-,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP need tuning.",149.4,https://cdna.pcpartpicker.com/static/forever/images/product/6b17b20795b473fa047bd22d6a451821.256p.jpg,Full,,ATX,White,ATX 3.x
SeaSonic Focus GX V4 ATX 3 (2024),1000,147.89,80+ Gold,seasonic focus gx v4 atx 3 1,A-,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP need tuning.",149.4,https://cdna.pcpartpicker.com/static/forever/images/product/4bbfa7511d6ffe257ac933789dfdadf7.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li EDGE GOLD,1000,148.32,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/6cd392c0ddcb76b70bdf0b6ed14e34ca.256p.jpg,Full,,ATX,White,ATX 3.x
Cooler Master V SFX Gold ATX 3.1,850,148.76,80+ Gold,cooler master v series vanguard gold sfx atx 3 1,A,Still essentially G1278 with further updates to ATX 3.1,130.25,https://m.media-amazon.com/images/I/41MAqqlFZmL.jpg,Full,,SFX,Black,ATX 3.x
Lian Li EDGE,1000,148.85,80+ Platinum,lian li edge platinum,A,German bulk caps; dual-chamber L-shape design; platform is an EPS-0100 modified to put the modular inputs on the main PCB.,129.05,https://cdna.pcpartpicker.com/static/forever/images/product/2b6505f267e91c686ae87e596ed59260.256p.jpg,Full,,ATX,Black,ATX 3.x
SeaSonic VERTEX GX-750,750,149.0,80+ Gold,seasonic vertex gold gx,A-,ATX 3.0 transient response could be better. 5VSB OCP is set high.,128.0,https://cdna.pcpartpicker.com/static/forever/images/product/f9433fd78ac01e53008243376cf1bd29.256p.jpg,Full,,ATX,Black / Silver,ATX 3.x
Xigmatek Fury GD,1100,149.0,80+ Gold,xigmatek fury gd,A,,128.3,https://m.media-amazon.com/images/I/41c7zg5iycL.jpg,Full,,ATX,Black / Gold,ATX 3.x
Silverstone SX700-PT,700,149.76,80+ Platinum,silverstone sfx l sx lpt,F,"Numerous issues capped off by malfunctioning OPP that either doesn't exist or is set way too high, which caused the unit to explode.",102.47272727272728,https://m.media-amazon.com/images/I/41J1oMG4sWL.jpg,Full,,SFX,Black,ATX 2.x
Cougar GEX X2,1000,149.9,80+ Gold,cougar gex x2 atx 3 0,B+,,128.55,https://cdna.pcpartpicker.com/static/forever/images/product/6e93eac4100c5e04cb874cd223308434.256p.jpg,Full,,ATX,Black,ATX 3.x
Cougar GEX,1050,149.9,80+ Gold,cougar gex,B,,127.0,https://cdna.pcpartpicker.com/static/forever/images/product/3e8e03a49bcfcec9358f0e80e3aa97cc.256p.jpg,Full,,ATX,Black,ATX 2.x
Asus ROG LOKI,750,150.19,80+ Platinum,asus rog loki platinum,A,Not to be confused with the Xigmatek Loki,128.1,https://cdna.pcpartpicker.com/static/forever/images/product/0e997c3c3c311e827733420a531bf5c9.256p.jpg,Full,,SFX,Black / Silver,ATX 3.x
ASRock Steel Legend SL-1000GW,1000,150.96,80+ Gold,asrock steel legend sl g,A,"1000W model has poor transient response on 12V under 200% spike, other models mediocre. 850/1000W avail. in white.",124.85217391304349,https://cdna.pcpartpicker.com/static/forever/images/product/6d1d63aca3da04d6875b5c13ca7212fc.256p.jpg,Full,,ATX,White,ATX 3.x
Logisys PS480D2,480,151.68,,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/51eNBfaK5SL.jpg,No,,ATX,,N/A
MSI MPG A850GS PCIE5,850,151.84,80+ Gold,msi mpg a gs pcie5,A,Semi-digital.,108.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/e30f8fbb357a16391b3a15586b9aaec4.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li EDGE GOLD,1000,152.69,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/849f751a4ea67f2ed2cfd4ab47fb23eb.256p.jpg,Full,,ATX,Black,ATX 3.x
Montech TITAN PLA,1000,152.89,80+ Platinum,montech titan platinum pla,A-,"Very good build quality and efficiency, but overall performance is dwarfed by the CWT-built Titan Gold.",129.3,https://cdna.pcpartpicker.com/static/forever/images/product/82e5b78b3a3350f267109a937680844e.256p.jpg,Full,,ATX,White,ATX 3.x
ASRock Phantom Gaming PG-1000G,1000,152.99,80+ Gold,asrock phantom gaming pg g,A,"12V-2x6 connector (GPU side) has thermistors to act as an ""OTP"" against melting. Stellar ripple suppression, especially on the minor rails.",125.3,https://cdna.pcpartpicker.com/static/forever/images/product/e1ea936c39d4f53dcabaa388ba82ff07.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone Extreme Rz,650,153.0,80+ Gold,silverstone extreme sfx sfx l rz gold,B*,"12V-2x6 connector on modular panel, but no included cable for it. Can be bought separately. Potentially to only need 150% excursions?",129.6,https://m.media-amazon.com/images/I/41dftEMCzuL.jpg,Full,,SFX,Black,ATX 3.x
Cooler Master V SFX Gold ATX 3.1,750,153.99,80+ Gold,cooler master v series vanguard gold sfx atx 3 1,A,Still essentially G1278 with further updates to ATX 3.1,130.25,https://m.media-amazon.com/images/I/41z9g49vYPL.jpg,Full,,SFX,Black,ATX 3.x
MSI MPG A1250GS PCIE5,1250,154.88,80+ Gold,msi mpg a gs pcie5,A,"Only one 8-pin PCIe cable! Dual 12VHPWR. Good performance in pre-production sample , but needs fine-tuning. Semi-digital.",106.57948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/65c254c7725d6d542a3dc8acf2148699.256p.jpg,Full,,ATX,Black,ATX 3.x
FSP Group Hydro PTM PRO,850,155.09,80+ Platinum,fsp fortron sparkle hydro ptm pro atx 3 0,A+,,104.05,https://cdna.pcpartpicker.com/static/forever/images/product/1014fcb638f637529d73246fe70ab374.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li EDGE,850,155.85,80+ Platinum,lian li edge platinum,A,German bulk caps; dual-chamber L-shape design; platform is an EPS-0100 modified to put the modular inputs on the main PCB.,129.05,https://m.media-amazon.com/images/I/51B4tZpOyDL.jpg,Full,,ATX,Black,ATX 3.x
Asus ROG Strix,850,155.94,80+ Platinum,asus rog strix platinum,A,"5VSB OCP set high, poor 3.3V transient response in the 200% excursion",129.15,https://cdna.pcpartpicker.com/static/forever/images/product/04b641d13f3a2a812b8255ed6dff39bb.256p.jpg,Full,,ATX,Black,ATX 3.x
KOLINK Regulator,1200,155.94,80+ Gold,kolink regulator,B+*,Platform is well reviewed but nothing regarding electrical performance or protections data are out.,128.3,https://cdna.pcpartpicker.com/static/forever/images/product/aee3e63cea11896da7ff42a3999a0079.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower Grand RGB 650 SE,650,156.11,80+ Gold,thermaltake toughpower grand rgb gold,B+,,126.1,https://cdna.pcpartpicker.com/static/forever/images/product/6803a626d1ae9464859541fa1fa3beae.256p.jpg,Full,,ATX,Black,ATX 2.x
Asus TUF Gaming 1200G,1200,156.63,80+ Gold,asus tuf gold,B,12VHPWR to dual PCIE cable as well as a native 12VHPWR cable.,127.9,https://cdna.pcpartpicker.com/static/forever/images/product/012e8a866cc57671dae08a861fb07c1c.256p.jpg,Full,,ATX,Black,ATX 3.x
Cougar POLAR X2,1050,157.89,80+ Platinum,cougar polar x2 atx 3 0,A,,128.65,https://cdna.pcpartpicker.com/static/forever/images/product/d47f573307e59ca4ac7ab21e2fcd4150.256p.jpg,Full,,ATX,White / Gray,ATX 3.x
Thermaltake Toughpower GF3 TT Premium,1000,158.54,80+ Gold,thermaltake toughpower gf1 premium 2021,A+,,111.95,https://cdna.pcpartpicker.com/static/forever/images/product/6d48de719caa79176caf445a9f7ecc85.256p.jpg,Full,,ATX,Black,ATX 2.x
Zalman TeraMax II,1000,158.84,80+ Gold,zalman teramax ii se,B+,"1000W has very poor transient response in the 200% ATX 3.1 excursion test, poor regulation on 3.3V, OCP is set way too high on the minor rails.",129.0,https://m.media-amazon.com/images/I/41yx2WC+d8L.jpg,Full,,ATX,White,ATX 3.x
Chieftec Polaris,1050,158.9,80+ Gold,chieftec chieftronic polaris pps fc,B-,Decent electrical performance but OTP is either not present or set too high (>200°C ) which is useless. See testing here. 2 year warranty.,118.25,https://cdna.pcpartpicker.com/static/forever/images/product/6d3a297440ea57b5b266095cae952b2c.256p.jpg,Full,,ATX,Black,ATX 2.x
Chieftec Polaris,850,159.0,80+ Gold,chieftec chieftronic polaris pps fc,B-,Decent electrical performance but OTP is either not present or set too high (>200°C ) which is useless. See testing here. 2 year warranty.,118.25,https://cdna.pcpartpicker.com/static/forever/images/product/6d3a297440ea57b5b266095cae952b2c.256p.jpg,Full,,ATX,Black,ATX 2.x
Cooler Master MWE Gold V2 ATX 3.1,750,159.87,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/de691c98da6600256d69d738565fab47.256p.jpg,Full,,ATX,White,ATX 2.x
NZXT C850 (2026),850,159.9,80+ Gold,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/356abe05fadf1fd81c6076e46f884a7d.256p.jpg,Full,,SFX,,N/A
Cooler Master XG650,650,159.99,80+ Platinum,cooler master xg plus platinum,A+,"Built-in screen, ARGB fan, and digital fan control and monitoring via MasterPlus software.",99.25,https://m.media-amazon.com/images/I/51alXQO25nL.jpg,Full,,ATX,Black,ATX 2.x
Antec NeoECO Gold,850,160.75,80+ Gold,antec atom neo eco ne gold ne g modular atx 3 0,A,,78.5235294117647,https://cdna.pcpartpicker.com/static/forever/images/product/998812abaf63290ecf99c4d9105ae6dd.256p.jpg,Full,,ATX,,ATX 3.x
Corsair RM850x SHIFT,850,160.88,80+ Gold,corsair rm x shift 2025,A+,Semi-digital. Very good noise profile and electrical performance. 5VSB OCP is set quite high.,48.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/a6cedc8c48e1ab371cc0c2f4aba3f76d.256p.jpg,Full / Side,,ATX,White,ATX 3.x
SeaSonic Prime Fanless PX-500,500,160.88,80+ Platinum,seasonic prime fanless platinum px,A-,,128.7,https://m.media-amazon.com/images/I/41LPnupUEML.jpg,Full,,ATX,Black,ATX 2.x
Cougar POLAR,1050,162.35,80+ Platinum,cougar polar x2 atx 3 0,A,,128.65,https://m.media-amazon.com/images/I/31tz-fiGlkL.jpg,Full,,ATX,White,ATX 3.x
be quiet! Straight Power 12,850,162.89,80+ Platinum,be quiet straight power 12,A*,"160mm length; no Cybenetics entry. Needs transient response testing, OTP listed as pass but no results showed.",119.3,https://cdna.pcpartpicker.com/static/forever/images/product/7538bfbc579094f3dc35c3d8e5ae37b0.256p.jpg,Full,,ATX,Black,ATX 3.x
Corsair SF750 (2024),750,162.9,80+ Platinum,corsair sf platinum 2024 atx 3 1,A+,"Class-leading performance, excellent build quality, relatively quiet for the capacity.",109.35,https://cdna.pcpartpicker.com/static/forever/images/product/e297517330e5a91ec38e95b9377df1a0.256p.jpg,Full,,SFX,Black,ATX 3.x
NZXT C1000 (2024),1000,163.89,80+ Gold,nzxt c series gold atx 3 1 2024,A+,Available in black and white,106.29285714285714,https://cdna.pcpartpicker.com/static/forever/images/product/b4b18aa0b5be85db9ae15621bee38be7.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone FX600 Platinum,600,164.9,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/d45f04496f2e4b4c660f0180d2a26b84.256p.jpg,No,,Flex ATX,Black,N/A
Silverstone Triton 1000Rz,1000,165.0,,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/41lQO0hmwCL.jpg,Full,,ATX,White,N/A
Phanteks AMP GH,1000,165.85,80+ Platinum,phanteks amp gh platinum v2,A*,Possibly limited to the European market. Uncertain as of now.,129.85,https://cdna.pcpartpicker.com/static/forever/images/product/f93ac4dbc0e0c06bda49add42a74c4b5.256p.jpg,Full,,ATX,White,ATX 3.x
Cooler Master V SFX Gold ATX 3.1,850,166.32,80+ Gold,cooler master v series vanguard gold sfx atx 3 1,A,Still essentially G1278 with further updates to ATX 3.1,130.25,https://cdna.pcpartpicker.com/static/forever/images/product/65ad95f4d2f6472ed4cb5de04767825e.256p.jpg,Full,,SFX,White,ATX 3.x
Cooler Master V850 SFX GOLD,850,166.46,80+ Gold,cooler master v series vanguard gold sfx atx 3 1,A,Still essentially G1278 with further updates to ATX 3.1,117.42948717948718,https://cdna.pcpartpicker.com/static/forever/images/product/bd2577c6ecabce9f78526a09410351e0.256p.jpg,Full,,SFX,Black,ATX 3.x
Thermaltake Toughpower SFX,650,167.58,80+ Gold,thermaltake toughpower sfx new premium,B*,Insufficient protections data to confirm tiering.,128.4,https://cdna.pcpartpicker.com/static/forever/images/product/a394c8ef0106b65b6cf0c18d39278184.256p.jpg,Full,,SFX,Black,ATX 2.x
Asus ROG Strix Aura Edition,1000,168.0,80+ Gold,asus rog strix aura gold,A-,OPP is set way higher than necessary and isn't reduced even under high operating temperatures. Very poor 200% excursion response.,127.95,https://cdna.pcpartpicker.com/static/forever/images/product/dcb88c69748aad75d09d3be2529a8080.256p.jpg,Full,,ATX,Black,ATX 3.x
be quiet! Power Zone 2,1200,168.9,80+ Platinum,be quiet straight power 12,A+*,180mm length; needs transient response testing.,88.8,https://cdna.pcpartpicker.com/static/forever/images/product/6b2198fc3092288fa172fc54ef0fecaf.256p.jpg,Full,,ATX,Black,ATX 3.x
Silverstone Strider Platinum S,1000,169.0,80+ Platinum,silverstone strider platinum st pts,F,Malfunctioning OCP and OPP that fails to kick in before the unit's line voltages drop out of spec.,123.80172413793103,https://cdna.pcpartpicker.com/static/forever/images/product/9b4784f0c87eaeaa10bc83491aa52422.256p.jpg,Full,,ATX,Black,ATX 2.x
Cooler Master MWE Gold V2 ATX3.0,1050,169.0,80+ Gold,cooler master mwe v2 gold atx 3 0,B+,,133.54545454545456,https://m.media-amazon.com/images/I/51s5+hcwcxL.jpg,Full,,ATX,Black,ATX 2.x
Corsair SF850 (2024),850,169.9,80+ Platinum,corsair sf platinum 2024 atx 3 1,A+,"Class-leading performance, excellent build quality, relatively quiet for the capacity.",109.35,https://cdna.pcpartpicker.com/static/forever/images/product/016556184725a9604ae50e789f12b12c.256p.jpg,Full,,SFX,Black,ATX 3.x
Corsair RM850x SHIFT,850,169.9,80+ Gold,corsair rm x shift 2025,A+,Semi-digital. Very good noise profile and electrical performance. 5VSB OCP is set quite high.,48.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/7882f867747759b989aa762208c899ed.256p.jpg,Full / Side,,ATX,Black,ATX 3.x
SHARKOON Rebel P20 SFX,850,169.9,80+ Platinum,sharkoon rebel p20 platinum sfx,A-,The OCP (+12V and 5VSB lines) and OPP triggering points are set way higher than necessary. Mediocre transient response. 7 year warranty.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/a469f53d39588d09c706ee356c02b458.256p.jpg,Full,,SFX,Black,ATX 3.x
Corsair RM1000x SHIFT,1000,170.0,80+ Gold,corsair rm x shift 2025,A+,Semi-digital. Very good noise profile and electrical performance. 5VSB OCP is set quite high.,46.57948717948719,https://cdna.pcpartpicker.com/static/forever/images/product/38942a1637e7445c59b8a274492115a5.256p.jpg,Full / Side,,ATX,Black,ATX 3.x
Lian Li EDGE GOLD,1200,170.02,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/b584f337a037ee95efe26b3c208c5144.256p.jpg,Full,,ATX,Black,ATX 3.x
Lian Li EDGE GOLD,1200,170.18,80+ Gold,lian li edge eg gold,A,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.,128.75,https://cdna.pcpartpicker.com/static/forever/images/product/56bd324b5bd00d1f686df673c4fb529e.256p.jpg,Full,,ATX,White,ATX 3.x
Cooler Master MWE Gold V2 ATX 3.1,850,170.24,80+ Gold,cooler master mwe v2 gold atx 3 1,B+,,139.5,https://cdna.pcpartpicker.com/static/forever/images/product/36df5fd1e63db6b5017e8b2a31beaa5f.256p.jpg,Full,,ATX,White,ATX 2.x
Thermaltake Toughpower GF A3 - TT Premium Edition,1200,170.57,80+ Gold,thermaltake toughpower gf a3 swap fagu l,B*,Unnanounced OEM swap. Technically invalid 80 Plus certification.,122.35294117647058,https://cdna.pcpartpicker.com/static/forever/images/product/6125e62035a691db2b10fa4e0ca25495.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF3 TT Premium,1200,170.96,80+ Gold,thermaltake toughpower gf3 premium swap tpd flg,A-*,,135.62464788732393,https://cdna.pcpartpicker.com/static/forever/images/product/00d154cad5360746ac0f80ee959b034b.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF3 TT Premium,750,172.34,80+ Gold,thermaltake toughpower gf3 argb,A,,120.2780701754386,https://cdna.pcpartpicker.com/static/forever/images/product/1c56a310e3d7c5f406957f424faac6c5.256p.jpg,Full,,ATX,Black,ATX 3.x
NZXT C1000 (2024),1000,172.57,80+ Gold,nzxt c series gold atx 3 1 2024,A+,Available in black and white,106.29285714285714,https://cdna.pcpartpicker.com/static/forever/images/product/a1414d14d663ac501c33db5a05fa5560.256p.jpg,Full,,ATX,White,ATX 3.x
Corsair RM750x SHIFT,750,172.86,80+ Gold,corsair rm x shift 2025,A+,Semi-digital. Very good noise profile and electrical performance. 5VSB OCP is set quite high.,48.87368421052632,https://cdna.pcpartpicker.com/static/forever/images/product/7882f867747759b989aa762208c899ed.256p.jpg,Full / Side,,ATX,Black,ATX 3.x
Montech TITAN PLA,1200,172.89,80+ Platinum,montech titan platinum pla,A-,"Very good build quality and efficiency, but overall performance is dwarfed by the CWT-built Titan Gold.",129.3,https://cdna.pcpartpicker.com/static/forever/images/product/d84d12584da66dc200d9ef893f2efe57.256p.jpg,Full,,ATX,White,ATX 3.x
NZXT C1200 (2024),1200,173.04,80+ Gold,nzxt c series gold atx 3 1 2024,A+,Available in black and white,106.29285714285714,https://cdna.pcpartpicker.com/static/forever/images/product/e84b735edb3d958e2f6f4c612f66e75c.256p.jpg,Full,,ATX,White,ATX 3.x
Thermaltake Toughpower GF A3 - TT Premium Edition,1050,173.9,80+ Gold,thermaltake toughpower gf a3 swap fagu l,B*,Unnanounced OEM swap. Technically invalid 80 Plus certification.,122.35294117647058,https://m.media-amazon.com/images/I/41AtNqf6VQL.jpg,Full,,ATX,Blue / Black,ATX 3.x
Chieftec Polaris 3.0,850,174.85,80+ Gold,chieftec chieftronic polaris atx 3 0 pps fc a3,B-,Fundamentally a Polaris ATX 3.0 refresh. Load regulation is somewhat subpar on the 1050W model.,110.3,https://m.media-amazon.com/images/I/51LLmTVvThL.jpg,Full,,ATX,Black,ATX 3.x
Phanteks Revolt SFX,850,175.89,80+ Platinum,phanteks revolt sfx platinum,B-,,129.4,https://cdna.pcpartpicker.com/static/forever/images/product/b08c7d229c10343a41a220d56b188268.256p.jpg,Full,,SFX,Black,ATX 3.x
ASRock Phantom Gaming PG-1300G,1300,175.98,80+ Gold,asrock phantom gaming pg g,A,"FSP-57AZB. 12V-2x6 connector (GPU side) has thermistors to act as an ""OTP"".",125.3,https://cdna.pcpartpicker.com/static/forever/images/product/81ff33640313ce97969d63adec878baf.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower GF1 PE,850,176.05,80+ Gold,thermaltake toughpower gf1 premium 2024,B*,"Limited info; internal shots show it as a costdown GF A3 w/o 12VHPWR, Chinese caps and other cheap components; 140mm depth. Made in VN.",124.24545454545455,https://cdna.pcpartpicker.com/static/forever/images/product/134c2df91872591a7ab32387f3aa5a1b.256p.jpg,Full,,ATX,Black,ATX 2.x
SHARKOON Rebel P20 1200,1200,177.54,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/a39c9b21d04d4585f913a271db9d7169.256p.jpg,Full,,ATX,White,N/A
Asus ROG LOKI,850,179.2,80+ Platinum,asus rog loki platinum,A,Not to be confused with the Xigmatek Loki,128.1,https://cdna.pcpartpicker.com/static/forever/images/product/172e93b51d188a96555a1822af161d81.256p.jpg,Full,,SFX,White / Silver,ATX 3.x
Zalman ACRUX,850,179.38,80+ Platinum,zalman acrux arx ii,B*,,129.45,https://m.media-amazon.com/images/I/41dnXtqKFyL.jpg,Full,,ATX,Black / Silver,ATX 3.x
Thermaltake Toughpower PF3,1200,179.9,80+ Platinum,thermaltake toughpower pf3,A-,"Questionable fan quality, two EPS connectors on the same cable. Otherwise qualifies for A tier based on performance.",128.8,https://m.media-amazon.com/images/I/41xT9CbRi9L.jpg,Full,,ATX,Black,ATX 3.x
Cougar POLAR,1200,180.89,80+ Platinum,cougar polar x2 atx 3 0,A,,128.65,https://m.media-amazon.com/images/I/3123dwxk1wL.jpg,Full,,ATX,White,ATX 3.x
Gigabyte UD1300GM PG5,1300,181.48,80+ Gold,gigabyte  ud gm pg5 rev 1 0,B*,,91.52727272727272,https://cdna.pcpartpicker.com/static/forever/images/product/9438ceeeb719881f26ffa3193d8a9b80.256p.jpg,Full,,ATX,Black,ATX 3.x
Thermaltake Toughpower SFX,750,181.88,80+ Gold,thermaltake toughpower sfx gold atx 3 0,F,Multiple inexcusable protections malfunctions despite good electrical performance.,127.8,https://cdna.pcpartpicker.com/static/forever/images/product/6257c7545f412207e761630e953616d6.256p.jpg,Full,,SFX,Black,ATX 3.x
Asus ROG Strix Aura Edition,1200,182.58,80+ Gold,asus rog strix aura gold,A-,OPP is set way higher than necessary and isn't reduced even under high operating temperatures. Very poor 200% excursion response.,127.95,https://cdna.pcpartpicker.com/static/forever/images/product/374ee8a80a4d51da8071a679c41e1025.256p.jpg,Full,,ATX,Black,ATX 3.x
SeaSonic VERTEX GX-1200,1200,182.89,80+ Gold,seasonic vertex gold gx,A-,ATX 3.0 transient response could be better. 5VSB OCP is set high.,128.0,https://cdna.pcpartpicker.com/static/forever/images/product/ed3235057508a33ff8605786994551f9.256p.jpg,Full,,ATX,Black / Silver,ATX 3.x
SHARKOON Rebel P20 SFX,1000,182.96,80+ Platinum,sharkoon rebel p20 platinum sfx,A-,The OCP (+12V and 5VSB lines) and OPP triggering points are set way higher than necessary. Mediocre transient response. 7 year warranty.,129.55,https://cdna.pcpartpicker.com/static/forever/images/product/a469f53d39588d09c706ee356c02b458.256p.jpg,Full,,SFX,Black,ATX 3.x
SHARKOON Rebel P20 1200,1200,183.66,,No Match,N/A,No Match Info,0,https://cdna.pcpartpicker.com/static/forever/images/product/156a6530abcf9ca190cf809d689662f7.256p.jpg,Full,,ATX,Black,N/A
SHARKOON Rebel P30 Gold,1300,184.0,80+ Gold,sharkoon rebel p30 gold,A,"The OCP, OPP, and OTP triggering points, while functional, are set way higher than necessary. Very high build quality. 10 year warranty.",128.4,https://m.media-amazon.com/images/I/51LnODAQe1L.jpg,Full,,ATX,Black,ATX 3.x
Asus ROG LOKI,1000,184.22,80+ Platinum,asus rog loki platinum,A,Not to be confused with the Xigmatek Loki,128.1,https://cdna.pcpartpicker.com/static/forever/images/product/d2004ac108e7a38a6b45f549ff3f5a55.256p.jpg,Full,,SFX,Silver / Black,ATX 3.x
Asus ROG LOKI,850,186.21,80+ Platinum,asus rog loki platinum,A,Not to be confused with the Xigmatek Loki,128.1,https://cdna.pcpartpicker.com/static/forever/images/product/2e89a572a1cec53c94ae5ca6ea9abb32.256p.jpg,Full,,SFX,Black / Silver,ATX 3.x
LC-Power LC1000P V3.0,1000,187.08,80+ Platinum,No Match,N/A,No Match Info,0,https://m.media-amazon.com/images/I/21-Xeh6VCHL.jpg,Full,,ATX,Black,N/A
SHARKOON Rebel P30 Gold,1000,187.82,80+ Gold,sharkoon rebel p30 gold,A,"The OCP, OPP, and OTP triggering points, while functional, are set way higher than necessary. Very high build quality. 10 year warranty.",128.4,https://m.media-amazon.com/images/I/51D6N+NOMvL.jpg,Full,,ATX,White,ATX 3.x
be quiet! Dark Power 14,850,189.76,80+ Titanium,be quiet dark power 14,A,"Bridgeless PFC, very high component and build quality. OCP needs tuning on all rails. Excellent noise profile.",119.6,https://cdna.pcpartpicker.com/static/forever/images/product/ea76ce713a5f8cc568a895e86a481197.256p.jpg,Full,,ATX,Black,ATX 3.x
be quiet! Straight Power 11,550,189.9,80+ Platinum,be quiet straight power 11 platinum,A,,116.75,https://m.media-amazon.com/images/I/31WVhwvS0DL.jpg,Full,,ATX,Black,ATX 2.x
be quiet! Straight Power 12,1000,192.89,80+ Platinum,be quiet straight power 12,A*,"160mm length; no Cybenetics entry. Needs transient response testing, OTP listed as pass but no results showed.",119.3,https://cdna.pcpartpicker.com/static/forever/images/product/de1f624ef78338c0ed4b1a8813561144.256p.jpg,Full,,ATX,Black,ATX 3.x
Corsair SF1000 (2024),1000,193.9,80+ Platinum,corsair sf platinum 2024 atx 3 1,A+,"Class-leading performance, excellent build quality, relatively quiet for the capacity.",106.01666666666665,https://cdna.pcpartpicker.com/static/forever/images/product/0dd4e1eecc238b78a3b4abfa14af9d50.256p.jpg,Full,,SFX,Black,ATX 3.x
be quiet! Pure Power 13 M,1200,194.09,80+ Gold,be quiet pure power 12 m,A,Not to be confused with the non-modular Pure Power 12!,104.53333333333333,https://cdna.pcpartpicker.com/static/forever/images/product/de4fe25ca903d393df5e80d25f6c4d9f.256p.jpg,Full,,ATX,Black,ATX 3.x
Chieftec PowerPlay GPU-FC,850,195.45,80+ Platinum,chieftec chieftronic powerplay gpu fc platinum,A+,Semi-digital,118.3,https://cdna.pcpartpicker.com/static/forever/images/product/114040877e388da29689e9648fcb44d8.256p.jpg,Full,,ATX,Black / Red,ATX 2.x
Silverstone Strider Platinum,850,197.84,80+ Platinum,silverstone strider platinum st f pt,B+,Good electrical performance let down by no inrush protection; bad power good signal.,125.8,https://cdna.pcpartpicker.com/static/forever/images/product/62e6ac0ec82be611824c8bfccf613cce.256p.jpg,Full,,ATX,,ATX 2.x
Chieftec Polaris 3.0,1050,197.93,80+ Gold,chieftec chieftronic polaris atx 3 0 pps fc a3,B-,Fundamentally a Polaris ATX 3.0 refresh. Load regulation is somewhat subpar on the 1050W model.,110.3,https://cdna.pcpartpicker.com/static/forever/images/product/8e6ae45b2e376cbbc28fc7f633145ae8.256p.jpg,Full,,ATX,Black,ATX 3.x
EVGA SuperNOVA 1000 GT,1000,199.0,80+ Gold,evga supernova gt,B-,"High RMA rate due to MLCC cracks, similar to other HEC-built EVGA PSUs. Showed up on B-Stock in huge quantities for dirt cheap c. 2022.",126.85,https://m.media-amazon.com/images/I/41h3AiM6xEL.jpg,Full,,ATX,Black,ATX 2.x
Enermax Platimax D.F.,1050,199.0,80+ Platinum,enermax platimax d f,B+,"Solid electrical performance, however let down by poorly modulated protections and mediocre ripple performance.",125.5,https://cdna.pcpartpicker.com/static/forever/images/product/b8eec2ba376cbbd68178f2f48e719110.256p.jpg,Full,,ATX,Black,ATX 2.x
SHARKOON Rebel P30 Gold,1000,199.0,80+ Gold,sharkoon rebel p30 gold,A,"The OCP, OPP, and OTP triggering points, while functional, are set way higher than necessary. Very high build quality. 10 year warranty.",128.4,https://m.media-amazon.com/images/I/51RLbdj+fiL.jpg,Full,,ATX,Black,ATX 3.x
